,address,type,price,features,labels
417,"519 Stilwell Oaks Cir, Charlotte, NC 28212",House for sale,"$220,000","['3', '2', '1,745']","['sqft', 'bds', 'ba']"
418,"7334 Aragorn Ln, Charlotte, NC 28212",Auction,"$141,745","['3', '2.5', '1,756']","['sqft', 'bds', 'ba']"
419,"8926 Belle Bragg Way, Charlotte, NC 28214",House for sale,"$150,000","['3', '2', '1,119']","['sqft', 'bds', 'ba']"
420,"9508 Dewey Dr, Charlotte, NC 28214",House for sale,"$165,000","['4', '3', '1,550']","['sqft', 'bds', 'ba']"
421,"11711 Coddington Ridge Dr, Charlotte, NC 28214",Townhouse for rent,"$1,400/mo","['2', '2.5', '1,589']","['sqft', 'bds', 'ba']"
422,"3947 Sharyn Dr, Charlotte, NC 28214",Home for sale,"$80,000","['2', '1', '1,050']","['sqft', 'bds', 'ba']"
423,"8505 Loxton Cir, Charlotte, NC 28214",Condo for sale,"$245,000","['3', '3', '2,115']","['sqft', 'bds', 'ba']"
424,"6155 Fazenda Dr, Charlotte, NC 28214",House for sale,"$211,000","['3', '2.5', '1,858']","['sqft', 'bds', 'ba']"
425,"2630 Rozzelles Landing Dr, Charlotte, NC 28214",House for rent,"$1,475/mo","['3', '2.5', '1,948']","['sqft', 'bds', 'ba']"
426,"11525 Carrington Hill Dr, Charlotte, NC 28214",House for rent,"$1,329/mo","['3', '2.5', '1,364']","['sqft', 'bds', 'ba']"
427,"11055 Preservation Park Dr, Charlotte, NC 28214",House for sale,"$471,900","['4', '4', '3,901']","['sqft', 'bds', 'ba']"
428,"2613 Oasis Ln, Charlotte, NC 28214",House for sale,"$159,500","['3', '3', '1,335']","['sqft', 'bds', 'ba']"
429,"7120 Cabe Ln, Charlotte, NC 28214",House for rent,"$1,100/mo","['3', '2', '1,275']","['sqft', 'bds', 'ba']"
430,"Haywood Plan, Paw Creek Village",New construction,"$186,900+","['3', '3', '1,556']","['sqft', 'bds', 'ba']"
431,"Vance Plan, Paw Creek Village",New construction,"$206,900+","['4', '3', '1,704']","['sqft', 'bds', 'ba']"
432,"The Miles Plan, Lower Riverpointe",New construction,"$198,000+","['3', '3', '1,693']","['sqft', 'bds', 'ba']"
433,"2221 Dave Thomas Ln, Charlotte, NC 28214",For sale by owner,"$29,999","['8,276']",['sqft lot']
434,"9924 Eagle Feathers Dr, Charlotte, NC 28214",House for sale,"$225,000","['3', '3', '2,133']","['sqft', 'bds', 'ba']"
435,"2307 Crosscut Dr, Charlotte, NC 28214",Townhouse for rent,"$1,300/mo","['3', '2.5', '1,416']","['sqft', 'bds', 'ba']"
436,"Hamilton Plan, Harwood Knoll",New construction,"$223,990+","['3', '2.5', '1,890']","['sqft', 'bds', 'ba']"
437,"2031 Talbert Ct, Charlotte, NC",New construction,"$190,900","['3', '3', '1,556']","['sqft', 'bds', 'ba']"
438,"3904 Rosfield Dr, Charlotte, NC",New construction,"$208,900","['4', '3', '1,704']","['sqft', 'bds', 'ba']"
439,"3931 Rosfield Dr, Charlotte, NC",New construction,"$206,900","['4', '3', '1,704']","['sqft', 'bds', 'ba']"
440,"Washington Plan, San Simeon",New construction,"$389,990+","['5', '4', '3,452']","['sqft', 'bds', 'ba']"
441,"The Devin Plan, Lower Riverpointe",New construction,"$216,000+","['3', '3', '2,098']","['sqft', 'bds', 'ba']"
442,"Pinehurst Plan, Harwood Knoll",New construction,"$232,990+","['3', '3', '2,207']","['sqft', 'bds', 'ba']"
443,"5824 Kelden Walker Ln, Charlotte, NC 28269",House for rent,"$1,550/mo","['3', '2.5', '2,280']","['sqft', 'bds', 'ba']"
444,"Waterford Hills | 6219 Waterford Hills Dr, Charlotte, NC",Waterford Hills,,"['$984+', '$1,167+']","['2 bds', '1 bd']"
445,"3110 Edmonton Pl, Charlotte, NC 28269",House for sale,"$219,900","['3', '2', '1,475']","['sqft', 'bds', 'ba']"
446,"6613 Redbridge Trl, Charlotte, NC 28269",House for sale,"$235,000","['3', '2', '1,897']","['sqft', 'bds', 'ba']"
447,"4300 David Cox Rd, Charlotte, NC 28269",House for sale,"$200,000","['3', '2', '1,610']","['sqft', 'bds', 'ba']"
448,"9132 Swallow Tail Ln, Charlotte, NC 28269",House for rent,"$1,520/mo","['3', '2.5', '1,740']","['sqft', 'bds', 'ba']"
449,"2762 Avalon Loop Rd, Charlotte, NC 28269",Townhouse for sale,"$149,000","['3', '3', '1,374']","['sqft', 'bds', 'ba']"
450,"6025 Downfield Wood Dr, Charlotte, NC 28269",House for sale,"$275,000","['3', '3', '2,005']","['sqft', 'bds', 'ba']"
451,"8776 Meadowmont View Dr, Charlotte, NC 28269",House for rent,"$1,300/mo","['3', '2', '1,118']","['sqft', 'bds', 'ba']"
452,"12428 Cardinal Point Rd, Charlotte, NC 28269",House for sale,"$242,000","['4', '2', '1,754']","['sqft', 'bds', 'ba']"
453,"4302 Clymer Ct, Charlotte, NC 28269",House for rent,"$1,395/mo","['3', '2', '1,925']","['sqft', 'bds', 'ba']"
454,"10647 Greyhound Dr, Charlotte, NC 28269",Townhouse for rent,"$1,295/mo","['2', '2.5', '1,287']","['sqft', 'bds', 'ba']"
455,"12702 Amberway Ct, Charlotte, NC 28269",House for rent,"$1,850/mo","['3', '2.5', '1,822']","['sqft', 'bds', 'ba']"
456,"8841 Laurel Run Dr, Charlotte, NC 28269",House for rent,"$1,425/mo","['3', '2.5', '1,536']","['sqft', 'bds', 'ba']"
457,"7323 Mitzi Deborah Ln, Charlotte, NC 28269",House for rent,"$1,495/mo","['3', '2.5', '2,138']","['sqft', 'bds', 'ba']"
458,"Addison Park | 6225 Hackberry Creek Trl, Charlotte, NC",Addison Park,,"['$970+', '$1,175+', '$1,425+']","['2 bds', '1 bd', '3 bds']"
459,"Alta Prosperity Village | 7304 Brice Knoll Ln, Charlotte, NC",Alta Prosperity Village,,"['$1,153+', '$1,415+', '$1,834']","['2 bds', '1 bd', '3 bds']"
460,"4219 Brawer Farm Dr, Charlotte, NC 28269",House for rent,"$1,545/mo","['3', '2', '1,204']","['sqft', 'bds', 'ba']"
461,"2731 Highland Park Dr, Charlotte, NC 28269",House for rent,"$1,835/mo","['4', '2.5', '2,424']","['sqft', 'bds', 'ba']"
462,"Coming Soon Plan, North End Commons",New construction,$--,"['--', '--', '--']","['sqft', 'bds', 'ba']"
463,"8719 Oak Dr NE, Charlotte, NC",New construction,"$200,000","['5', '4', '2,470']","['sqft', 'bds', 'ba']"
464,"3806 Voeltz Dr, Charlotte, NC 28269",House for sale,"$215,000","['4', '3', '2,430']","['sqft', 'bds', 'ba']"
465,"9291 Foggy Meadow Rd, Charlotte, NC 28269",House for sale,"$194,000","['3', '2', '1,284']","['sqft', 'bds', 'ba']"
466,"Elston Plan, BrookeDale",New construction,"$222,990+","['4', '3', '2,174']","['sqft', 'bds', 'ba']"
467,"9329 Timothy Ct, Charlotte, NC 28277",Townhouse for sale,"$189,000","['2', '3', '1,282']","['sqft', 'bds', 'ba']"
468,"Lantower Waverly | 6101 Ardrey Kell Rd, Charlotte, NC",Lantower Waverly,,"['$1,168', '$1,141+', '$1,526+', '$2,071+']","['1 bd', '3 bds', 'Studio', '2 bds']"
469,"4701 Old Course Dr, Charlotte, NC 28277",House for sale,"$1,189,000","['4', '5', '5,842']","['sqft', 'bds', 'ba']"
470,"9902 Triple Oak Rd, Charlotte, NC 28277",House for sale,"$654,900","['4', '4', '3,715']","['sqft', 'bds', 'ba']"
471,"The Links Rea Farms | 7420 N Rea Park Ln, Charlotte, NC",The Links Rea Farms,,"['$1,145+', '$1,750+', '$2,515+']","['2 bds', '1 bd', '3 bds']"
472,"7524 Waverly Walk Ave, Charlotte, NC 28277",Apartment for rent,"$3,000/mo","['3', '2.5', '2,100']","['sqft', 'bds', 'ba']"
473,"Element South | 15711 Clems Creek Ln, Charlotte, NC",Element South,,"['$1,150+', '$1,068+', '$1,598+', '$2,356']","['1 bd', '3 bds', 'Studio', '2 bds']"
474,"14369 San Paolo Ln, Charlotte, NC",For Rent,,"['$1,350+', '$1,395+']","['2 bds', '3 bds']"
475,"Legacy Ballantyne Apartments | 9200 Otter Creek Dr, Charlotte, NC",Legacy Ballantyne Apartments,,"['$1,135+', '$1,305+', '$1,700+']","['2 bds', '1 bd', '3 bds']"
476,"Bell Ballantyne | 16311 Hawfield Way Dr, Charlotte, NC",Bell Ballantyne,,"['$1,314+', '$1,572+', '$1,805+']","['2 bds', '1 bd', '3 bds']"
477,"District South | 12600 District South Dr, Charlotte, NC",District South,,"['$1,042+', '$1,193+', '$1,490+', '$1,886+']","['1 bd', '3 bds', 'Studio', '2 bds']"
478,"Rock Creek at Ballantyne Commons | 7810 Spindletop Pl, Charlotte, NC",Rock Creek at Ballantyne Commons,,"['$1,063+', '$1,265+', '$1,609+']","['2 bds', '1 bd', '3 bds']"
479,"Bexley Crossing at Providence | 11215 Club Creek Ln, Charlotte, NC",Bexley Crossing at Providence,,"['$1,099+', '$1,414+', '$1,699+']","['2 bds', '1 bd', '3 bds']"
480,"15723 Sullivan Ridge Dr # 50, Charlotte, NC 28277",Condo for rent,"$2,950/mo","['5', '3.5', '3,652']","['sqft', 'bds', 'ba']"
481,"10927 Winterbourne Ct, Charlotte, NC 28277",Townhouse for sale,"$173,000","['2', '3', '1,200']","['sqft', 'bds', 'ba']"
482,"Kessler Dr, Charlotte, NC 28277",Townhouse for rent,"$2,850/mo","['2', '2', '2,300']","['sqft', 'bds', 'ba']"
483,"10248 Blakeney Preserve Dr, Charlotte, NC 28277",Townhouse for rent,"$1,650/mo","['3', '2', '2,286']","['sqft', 'bds', 'ba']"
484,"10420 Wyndham Forest Dr, Charlotte, NC 28277",House for sale,"$425,000","['5', '3', '2,515']","['sqft', 'bds', 'ba']"
485,"9428 Ardrey Woods Dr, Charlotte, NC 28277",For sale by owner,"$515,000","['4', '4', '3,610']","['sqft', 'bds', 'ba']"
486,"Novel Providence Farm | 6408 Providence Farm Ln, Charlotte, NC",Novel Providence Farm,,"['$1,477+', '$1,952+', '$2,400+']","['2 bds', '1 bd', '3 bds']"
487,"11024 Stonepath Ln, Charlotte, NC 28277",House for sale,"$515,000","['5', '4', '3,839']","['sqft', 'bds', 'ba']"
488,"Promenade Park | 11115 Shadow Grove Cir, Charlotte, NC",Promenade Park,,"['$1,020+', '$1,460+', '$1,595+']","['2 bds', '1 bd', '3 bds']"
489,"14053 Castle Abbey Ln, Charlotte, NC 28277",Townhouse for rent,"$1,519/mo","['2', '2.5', '1,431']","['sqft', 'bds', 'ba']"
490,"13941 Warwick Castle Way # A, Charlotte, NC 28277",Townhouse for rent,"$1,450/mo","['2', '2.5', '1,312']","['sqft', 'bds', 'ba']"
491,"1509 Forest Trace Dr, Columbia, SC 29204",House for sale,"$150,000","['3', '3', '1,260']","['sqft', 'bds', 'ba']"
492,"3533 Foxhall Rd, Columbia, SC 29204",House for sale,"$200,000","['3', '2', '1,595']","['sqft', 'bds', 'ba']"
493,"2211 Pinehurst Rd, Columbia, SC 29204",Apartment for rent,$575/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
494,"2812 Harrison Rd, Columbia, SC 29204",House for rent,"$1,150/mo","['3', '1', '942']","['sqft', 'bds', 'ba']"
495,"2419 Carroll Dr, Columbia, SC 29204",House for rent,"$1,200/mo","['2', '2', '1,225']","['sqft', 'bds', 'ba']"
496,"2211 Harper St, Columbia, SC",New construction,"$140,000","['3', '2', '1,300']","['sqft', 'bds', 'ba']"
497,"3000 Hammond Ave, Columbia, SC 29204",Lot / Land for sale,"$13,500","['7,405']",['sqft lot']
498,"2519 Glenwood Rd, Columbia, SC 29204",House for sale,"$134,900","['3', '1', '965']","['sqft', 'bds', 'ba']"
499,"2602 Chestnut St, Columbia, SC 29204",House for rent,"$1,350/mo","['3', '2', '1,462']","['sqft', 'bds', 'ba']"
500,"2202 Mercer St, Columbia, SC 29204",House for rent,$775/mo,"['3', '1', '820']","['sqft', 'bds', 'ba']"
501,"4030 Maurice St, Columbia, SC 29204",House for sale,"$75,000","['5', '4', '1,865']","['sqft', 'bds', 'ba']"
502,"4207 Verner St # A, Columbia, SC 29204",Apartment for rent,"$1,400/mo","['2', '1', '1,700']","['sqft', 'bds', 'ba']"
503,"1602 Dalloz Rd APT B, Columbia, SC 29204",Condo for sale,"$74,500","['2', '1', '1,000']","['sqft', 'bds', 'ba']"
504,"27 Bayview Dr, Columbia, SC 29204",House for rent,$700/mo,"['2', '1', '829']","['sqft', 'bds', 'ba']"
505,"2830 Chestnut St, Columbia, SC 29204",House for sale,"$115,000","['3', '2', '1,502']","['sqft', 'bds', 'ba']"
506,"3421 Maybank St, Columbia, SC 29204",House for sale,"$99,900","['3', '1', '1,330']","['sqft', 'bds', 'ba']"
507,"85 Tommy Cir, Columbia, SC 29204",House for sale,"$49,900","['2', '1', '800']","['sqft', 'bds', 'ba']"
508,"4019 Baldwin Rd # 4021, Columbia, SC 29204",Apartment for rent,$500/mo,"['2', '1', '900']","['sqft', 'bds', 'ba']"
509,"1825 Saint Julian Pl, Columbia, SC",For Rent,,"['$895+', '$995']","['2 bds', '1 bd']"
510,"3812 Hanson Ave, Columbia, SC 29204",House for rent,"$1,200/mo","['3', '2', '1,023']","['sqft', 'bds', 'ba']"
511,"3039 Exmoor Rd, Columbia, SC 29204",House for rent,"$1,400/mo","['3', '2', '1,620']","['sqft', 'bds', 'ba']"
512,"2009 Dalloz Rd, Columbia, SC 29204",House for sale,"$349,900","['5', '3', '3,091']","['sqft', 'bds', 'ba']"
513,"3022 Gervais St, Columbia, SC 29204",House for sale,"$600,000","['3', '5', '3,563']","['sqft', 'bds', 'ba']"
514,"1407 Wellington Dr, Columbia, SC 29204",House for sale,"$599,900","['4', '4', '3,716']","['sqft', 'bds', 'ba']"
515,"6015 Lansing Ave # 2, Cleveland, OH 44105",Apartment for rent,$600/mo,"['2', '1', '816']","['sqft', 'bds', 'ba']"
516,"9519 Nelson Ave, Cleveland, OH 44105",House for rent,$900/mo,"['4', '2', '1,320']","['sqft', 'bds', 'ba']"
517,"9502 Miles Avenue | 9502 Miles Ave, Cleveland, OH",9502 Miles Avenue,,"['$525', '$575']","['2 bds', '3 bds']"
518,"8019 Vineyard Ave, Cleveland, OH 44105",House for rent,$725/mo,"['3', '1', '1,050']","['sqft', 'bds', 'ba']"
519,"3982 E 53rd St # DOWN, Newburgh Heights, OH 44105",Apartment for rent,$695/mo,"['2', '1', '900']","['sqft', 'bds', 'ba']"
520,"6917 Kazimier Ave, Cleveland, OH 44105",House for sale,"$40,000","['4', '1', '1,232']","['sqft', 'bds', 'ba']"
521,"3842 E 71st St, Cleveland, OH 44105",House for sale,"$24,900","['3', '1', '1,340']","['sqft', 'bds', 'ba']"
522,"4075 E 56th St, Cleveland, OH 44105",House for rent,$850/mo,"['3', '1.5', '1,218']","['sqft', 'bds', 'ba']"
523,"7824 Worley Ave, Cleveland, OH 44105",House for sale,"$29,900","['3', '1', '1,336']","['sqft', 'bds', 'ba']"
524,"7006 Worley Ave # 2, Cleveland, OH 44105",Apartment for rent,$500/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
525,"6602 Hosmer Ave, Cleveland, OH",For Rent,,['$600+'],['2 bds']
526,"4029 E 29th St, Newburgh Heights, OH 44105",House for sale,"$74,900","['3', '1', '1,165']","['sqft', 'bds', 'ba']"
527,"13505 Marston Ave 13505 Marston Ave, Cleveland, OH",For Rent,,['$575+'],['2 bds']
528,"3865 E 57th St, Cleveland, OH 44105",House for rent,$600/mo,"['2', '1', '2,843']","['sqft', 'bds', 'ba']"
529,"3600 E 75th St, Cleveland, OH 44105",House for rent,$900/mo,"['4', '1', '1,459']","['sqft', 'bds', 'ba']"
530,"9609 Nelson Ave, Cleveland, OH 44105",House for rent,$700/mo,"['3', '1', '948']","['sqft', 'bds', 'ba']"
531,"9803 Prince Ave, Cleveland, OH 44105",House for rent,$800/mo,"['4', '1.5', '1,350']","['sqft', 'bds', 'ba']"
532,"9301 Bancroft Ave, Cleveland, OH 44105",House for rent,"$1,100/mo","['3', '1.5', '1,332']","['sqft', 'bds', 'ba']"
533,"12217 Corlett Ave # UP, Cleveland, OH 44105",Apartment for rent,$575/mo,"['2', '1', '850']","['sqft', 'bds', 'ba']"
534,"6110 Fleet Ave, Cleveland, OH 44105",House for rent,$675/mo,"['3', '1', '840']","['sqft', 'bds', 'ba']"
535,"12710 Benwood Ave, Cleveland, OH 44105",House for rent,$750/mo,"['3', '1', '858']","['sqft', 'bds', 'ba']"
536,"4304 Beta Ave # 2, Newburgh Heights, OH 44105",Apartment for rent,$795/mo,"['2', '1', '850']","['sqft', 'bds', 'ba']"
537,"3978 E 74th St, Cleveland, OH 44105",House for sale,"$55,900","['3', '3', '1,524']","['sqft', 'bds', 'ba']"
538,"11914 Angelus Ave # DOWN, Cleveland, OH 44105",Apartment for rent,$600/mo,"['2', '1', '1,001']","['sqft', 'bds', 'ba']"
539,"640 E 131st St # UP, Cleveland, OH 44108",Apartment for rent,$575/mo,"['2', '1', '690']","['sqft', 'bds', 'ba']"
540,"684 E 124th St, Cleveland, OH 44108",House for rent,$650/mo,"['2', '1', '996']","['sqft', 'bds', 'ba']"
541,"601 E 117th St, Cleveland, OH 44108",Auction,$333,"['4', '2', '2,178']","['sqft', 'bds', 'ba']"
542,"11518 Durant Ave, Cleveland, OH",For Rent,,"['$450', '$600+']","['2 bds', '1 bd']"
543,"11421 Tuscora Ave # 2, Cleveland, OH 44108",Apartment for rent,$500/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
544,"843 Paxton Rd # 2, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
545,"459 E 117th St, Cleveland, OH",For Rent,,"['$500', '$500+']","['2 bds', '1 bd']"
546,"851 Paxton Rd # 2, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
547,"10830 Columbia Ave # 1, Cleveland, OH 44108",Apartment for rent,$550/mo,"['1', '1', '--']","['bd', 'sqft', 'ba']"
548,"11815 Phillips Ave, Cleveland, OH 44108",House for sale,"$24,500","['4', '1', '1,322']","['sqft', 'bds', 'ba']"
549,"E 128th St, Cleveland, OH 44108",House for rent,$550/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
550,"Garfield Ave, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '1,100']","['sqft', 'bds', 'ba']"
551,"10229 Lake Shore Blvd, Bratenahl, OH 44108",House for sale,"$995,000","['6', '5', '--']","['sqft', 'bds', 'ba']"
552,"10327 Colonial Ave, Cleveland, OH 44108",House for rent,$900/mo,"['4', '2', '1,656']","['sqft', 'bds', 'ba']"
553,"10118 Olivet Ave, Cleveland, OH 44108",House for sale,"$21,200","['4', '2', '1,656']","['sqft', 'bds', 'ba']"
554,"1097 E 98th St, Cleveland, OH 44108",House for sale,"$219,900","['5', '2', '2,188']","['sqft', 'bds', 'ba']"
555,"10812 Greenlawn Ave, Cleveland, OH 44108",House for rent,$775/mo,"['3', '1', '1,178']","['sqft', 'bds', 'ba']"
556,"793 East Blvd, Cleveland, OH 44108",House for sale,"$72,500","['4', '2', '1,456']","['sqft', 'bds', 'ba']"
557,"11913 Shadeland Ave # DOWN, Cleveland, OH 44108",Apartment for rent,$625/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
558,"10535 Clairdoan Ave, Cleveland, OH 44108",Foreclosure,"$56,900","['4', '2', '1,352']","['sqft', 'bds', 'ba']"
559,"11718 Oakview Ave # 2, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '1,112']","['sqft', 'bds', 'ba']"
560,"10925 Drexel Ave, Cleveland, OH 44108",Pre-foreclosure / Auction,$--,"['6', '2', '1,904']","['sqft', 'bds', 'ba']"
561,"12410 Osceola Ave, Cleveland, OH 44108",Pre-foreclosure / Auction,$--,"['3', '1', '1,614']","['sqft', 'bds', 'ba']"
562,"11 Shoreby Dr, Bratenahl, OH 44108",House for sale,"$659,500","['3', '4', '2,480']","['sqft', 'bds', 'ba']"
563,"640 E 131st St # UP, Cleveland, OH 44108",Apartment for rent,$575/mo,"['2', '1', '690']","['sqft', 'bds', 'ba']"
564,"684 E 124th St, Cleveland, OH 44108",House for rent,$650/mo,"['2', '1', '996']","['sqft', 'bds', 'ba']"
565,"601 E 117th St, Cleveland, OH 44108",Auction,$333,"['4', '2', '2,178']","['sqft', 'bds', 'ba']"
566,"11518 Durant Ave, Cleveland, OH",For Rent,,"['$450', '$600+']","['2 bds', '1 bd']"
567,"11421 Tuscora Ave # 2, Cleveland, OH 44108",Apartment for rent,$500/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
568,"843 Paxton Rd # 2, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
569,"459 E 117th St, Cleveland, OH",For Rent,,"['$500', '$500+']","['2 bds', '1 bd']"
570,"851 Paxton Rd # 2, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
571,"10830 Columbia Ave # 1, Cleveland, OH 44108",Apartment for rent,$550/mo,"['1', '1', '--']","['bd', 'sqft', 'ba']"
572,"11815 Phillips Ave, Cleveland, OH 44108",House for sale,"$24,500","['4', '1', '1,322']","['sqft', 'bds', 'ba']"
573,"E 128th St, Cleveland, OH 44108",House for rent,$550/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
574,"Garfield Ave, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '1,100']","['sqft', 'bds', 'ba']"
575,"10229 Lake Shore Blvd, Bratenahl, OH 44108",House for sale,"$995,000","['6', '5', '--']","['sqft', 'bds', 'ba']"
576,"10327 Colonial Ave, Cleveland, OH 44108",House for rent,$900/mo,"['4', '2', '1,656']","['sqft', 'bds', 'ba']"
577,"10118 Olivet Ave, Cleveland, OH 44108",House for sale,"$21,200","['4', '2', '1,656']","['sqft', 'bds', 'ba']"
578,"1097 E 98th St, Cleveland, OH 44108",House for sale,"$219,900","['5', '2', '2,188']","['sqft', 'bds', 'ba']"
579,"10812 Greenlawn Ave, Cleveland, OH 44108",House for rent,$775/mo,"['3', '1', '1,178']","['sqft', 'bds', 'ba']"
580,"793 East Blvd, Cleveland, OH 44108",House for sale,"$72,500","['4', '2', '1,456']","['sqft', 'bds', 'ba']"
581,"11913 Shadeland Ave # DOWN, Cleveland, OH 44108",Apartment for rent,$625/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
582,"10535 Clairdoan Ave, Cleveland, OH 44108",Foreclosure,"$56,900","['4', '2', '1,352']","['sqft', 'bds', 'ba']"
583,"11718 Oakview Ave # 2, Cleveland, OH 44108",Apartment for rent,$600/mo,"['2', '1', '1,112']","['sqft', 'bds', 'ba']"
584,"12410 Osceola Ave, Cleveland, OH 44108",Pre-foreclosure / Auction,$--,"['3', '1', '1,614']","['sqft', 'bds', 'ba']"
585,"10925 Drexel Ave, Cleveland, OH 44108",Pre-foreclosure / Auction,$--,"['6', '2', '1,904']","['sqft', 'bds', 'ba']"
586,"11 Shoreby Dr, Bratenahl, OH 44108",House for sale,"$659,500","['3', '4', '2,480']","['sqft', 'bds', 'ba']"
587,"2261 W 19th St # 6, Cleveland, OH 44113",House for sale,"$569,900","['3', '4', '2,226']","['sqft', 'bds', 'ba']"
588,"2535 Scranton Rd # STOREFRONT, Cleveland, OH 44113",Apartment for rent,"$1,000/mo","['Studio', '1', '1,000']","['sqft', 'ba']"
589,"2082 W 17th St, Cleveland, OH 44113",For sale by owner,"$685,000","['3', '5', '2,500']","['sqft', 'bds', 'ba']"
590,"408 W Saint Clair Ave APT 510, Cleveland, OH 44113",Condo for sale,"$145,000","['1', '1', '668']","['bd', 'sqft', 'ba']"
591,"2259 W 19th St # 5, Cleveland, OH 44113",House for sale,"$554,900","['3', '4', '2,226']","['sqft', 'bds', 'ba']"
592,"1260 W 4th St APT 502, Cleveland, OH 44113",Condo for sale,"$310,000","['2', '2', '1,156']","['sqft', 'bds', 'ba']"
593,"1951 W 26th St APT 411, Cleveland, OH 44113",Condo for sale,"$285,000","['2', '2', '1,260']","['sqft', 'bds', 'ba']"
594,"Flats at East Bank | 1055 Old River Rd, Cleveland, OH",Flats at East Bank,,"['$2,021+', '$2,577+', '$3,626+']","['2 bds', '1 bd', '3 bds']"
595,"2470 W 20th St, Cleveland, OH 44113",House for rent,"$1,200/mo","['3', '1', '1,090']","['sqft', 'bds', 'ba']"
596,"3800 Woodbine Ave, Cleveland, OH",For Rent,,"['$1,100+', '$1,350+']","['2 bds', '1 bd']"
597,"Bridgeview | 1300 W 9th St, Cleveland, OH",Bridgeview,,"['$1,125+', '$1,699+', '$2,750']","['2 bds', '1 bd', '3 bds']"
598,"3550 Seymour Ave APT 4, Cleveland, OH 44113",Apartment for rent,$975/mo,"['3', '1', '900']","['sqft', 'bds', 'ba']"
599,"2471 W 11th St # UP, Cleveland, OH 44113",Apartment for rent,"$1,400/mo","['2', '1', '--']","['sqft', 'bds', 'ba']"
600,"3065 Erin Ave, Cleveland, OH 44113",House for sale,"$100,000","['3', '3', '1,554']","['sqft', 'bds', 'ba']"
601,"2550 W 18th Pl, Cleveland, OH 44113",Apartment for rent,"$1,000/mo","['1', '1', '975']","['bd', 'sqft', 'ba']"
602,"3210 Carroll Ave, Cleveland, OH 44113",House for rent,"$1,500/mo","['2', '1', '1,100']","['sqft', 'bds', 'ba']"
603,"2257 W 19th St # 4, Cleveland, OH 44113",House for sale,"$559,900","['3', '4', '2,226']","['sqft', 'bds', 'ba']"
604,"2222 Detroit Ave, Cleveland, OH",For Rent,,"['$1,500+']",['2 bds']
605,"2443 W 7th St, Cleveland, OH 44113",For sale by owner,"$285,000","['2', '3', '1,632']","['sqft', 'bds', 'ba']"
606,"408 W Saint Clair Ave, Cleveland, OH",For Rent,,"['$1,200', '$1,500']","['2 bds', '1 bd']"
607,"2523 Scranton Rd # DN, Cleveland, OH 44113",Apartment for rent,"$1,250/mo","['3', '1', '1,095']","['sqft', 'bds', 'ba']"
608,"Bailey Ave, Cleveland, OH 44113",House for rent,"$1,000/mo","['3', '2', '1,337']","['sqft', 'bds', 'ba']"
609,"2359 W 5th St APT 5, Cleveland, OH 44113",Apartment for rent,$700/mo,"['1', '1', '500']","['bd', 'sqft', 'ba']"
610,"3900 Bridge Ave, Cleveland, OH 44113",Coming soon,"$524,900","['5', '3', '3,276']","['sqft', 'bds', 'ba']"
611,"22450 - 22400 - 22350 Euclid Avenue | 22450 22400 22350 Euclid Ave, Euclid, OH",22450 - 22400 - 22350 Euclid Avenue,,['$695+'],['1 bd']
612,"15587 E 230th St, Euclid, OH 44117",Coming soon,"$160,000","['5', '3', '2,214']","['sqft', 'bds', 'ba']"
613,"1800 Karen Dr, Cleveland, OH 44117",House for rent,"$1,250/mo","['4', '2', '1,218']","['sqft', 'bds', 'ba']"
614,"22681 Coulter Ave, Euclid, OH 44117",House for sale,"$114,900","['3', '2', '1,262']","['sqft', 'bds', 'ba']"
615,"1780 E 230th St, Euclid, OH 44117",House for rent,"$1,100/mo","['3', '1.5', '1,262']","['sqft', 'bds', 'ba']"
616,"25574 Chatworth Dr, Euclid, OH 44117",House for sale,"$58,650","['2', '2', '1,555']","['sqft', 'bds', 'ba']"
617,"1764 E 238th St, Euclid, OH 44117",House for sale,"$124,500","['3', '3', '1,597']","['sqft', 'bds', 'ba']"
618,"25120 Treadwell Ave, Euclid, OH 44117",House for rent,$850/mo,"['3', '1', '1,114']","['sqft', 'bds', 'ba']"
619,"24130 Euclid Ave APT C1, Euclid, OH 44117",Apartment for rent,$800/mo,"['2', '1', '725']","['sqft', 'bds', 'ba']"
