,address,type,price,features,labels
203,"1207 W North Ave APT 201, Pittsburgh, PA 15233",Apartment for rent,$950/mo,"['2', '1', '--']","['sqft', 'bds', 'ba']"
204,"1210 Sheffield St, Pittsburgh, PA 15233",Make Me Move®,"$175,000","['3', '3', '1,560']","['sqft', 'bds', 'ba']"
205,"1424 Warner St, Pittsburgh, PA 15233",House for sale,"$110,000","['2', '1', '910']","['sqft', 'bds', 'ba']"
206,"1424 Columbus Ave # 2, Pittsburgh, PA 15233",Apartment for rent,$995/mo,"['2', '1', '1,260']","['sqft', 'bds', 'ba']"
207,"1409 W North Ave, Pittsburgh, PA 15233",House for sale,"$374,900","['3', '3', '1,470']","['sqft', 'bds', 'ba']"
208,"1317 Sheffield Street # First Floor, Pittsburgh, PA 15233",Apartment for rent,$925/mo,"['1', '1', '1,125']","['bd', 'sqft', 'ba']"
209,"1431 Pennsylvania Ave # 2, Pittsburgh, PA 15233",Apartment for rent,"$1,095/mo","['2', '1.5', '2,140']","['sqft', 'bds', 'ba']"
210,"1910 Manhattan St, Pittsburgh, PA 15233",House for rent,"$1,375/mo","['4', '1.5', '1,800']","['sqft', 'bds', 'ba']"
211,"827 N Lincoln Ave, Pittsburgh, PA",For Rent,,"['$1,450+']",['1 bd']
212,"1010 Abdell St, Pittsburgh, PA 15233",Pre-foreclosure / Auction, ,"['3', '2', '1,536']","['sqft', 'bds', 'ba']"
213,"1301 Manhattan St # 2, Pittsburgh, PA 15233",Townhouse for rent,"$1,500/mo","['3', '1.5', '1,700']","['sqft', 'bds', 'ba']"
214,"939 Western Ave, Pittsburgh, PA 15233",House for sale,"$1,900,000","['9', '13', '--']","['sqft', 'bds', 'ba']"
215,"1427 W North Ave, Pittsburgh, PA 15233",Pre-foreclosure / Auction, ,"['3', '1', '1,813']","['sqft', 'bds', 'ba']"
216,"1416 Nixon St, Pittsburgh, PA 15233",House for sale,"$50,000","['5', '2', '2,740']","['sqft', 'bds', 'ba']"
217,"1410 Adams St, Pittsburgh, PA 15233",House for sale,"$75,000","['3', '1', '1,452']","['sqft', 'bds', 'ba']"
218,"911 Beech Ave, Pittsburgh, PA 15233",House for sale,"$589,900","['5', '5', '5,872']","['sqft', 'bds', 'ba']"
219,"1333 Page St, Pittsburgh, PA 15233",Lot / Land for sale,"$12,000","['1,960']",['sqft lot']
220,"1331 Page St, Pittsburgh, PA 15233",Lot / Land for sale,"$12,000","['1,960']",['sqft lot']
221,"1318 Juniata St, Pittsburgh, PA 15233",House for sale,"$245,000","['4', '1', '2,664']","['sqft', 'bds', 'ba']"
222,"1314 Juniata St, Pittsburgh, PA 15233",House for sale,"$245,000","['3', '1', '1,880']","['sqft', 'bds', 'ba']"
223,"1316 Juniata St, Pittsburgh, PA 15233",House for sale,"$245,000","['3', '1', '1,496']","['sqft', 'bds', 'ba']"
224,"834 N Lincoln Ave APT 15, Pittsburgh, PA 15233",Apartment for rent,$650/mo,"['Studio', '1', '415']","['sqft', 'ba']"
225,"1440 Nixon St, Pittsburgh, PA 15233",Pre-foreclosure / Auction,$--,"['3', '1.5', '1,870']","['sqft', 'bds', 'ba']"
226,"1304 Decatur St, Pittsburgh, PA 15233",For sale by owner,"$79,500","['3', '3', '1,387']","['sqft', 'bds', 'ba']"
227,"411 Lois Dr, Pittsburgh, PA 15236",House for sale,"$180,000","['3', '1', '875']","['sqft', 'bds', 'ba']"
228,"The Alden South Hills Apartment Homes | 5492 Youngridge Dr, Pittsburgh, PA",The Alden South Hills Apartment Homes,,"['$602+', '$590+', '$715+', '$820+']","['1 bd', '3 bds', 'Studio', '2 bds']"
229,"4761 Meadowgreen Dr, Pittsburgh, PA 15236",House for sale,"$245,000","['3', '2', '1,216']","['sqft', 'bds', 'ba']"
230,"655 Blossom Dr, Pittsburgh, PA 15236",House for sale,"$185,000","['2', '2', '875']","['sqft', 'bds', 'ba']"
231,"Furnished Studio - Pittsburgh - West Mifflin | 1303 Lebanon Church Rd, West Mifflin, PA",Furnished Studio - Pittsburgh - West Mifflin,,"['$1,680+']",['Studio']
232,"136 Clairton Blvd # 2U, Pittsburgh, PA 15236",Apartment for rent,$785/mo,"['2', '1', '800']","['sqft', 'bds', 'ba']"
233,"1028 Duncan Ln, Pittsburgh, PA 15236",Townhouse for sale,"$285,000","['3', '3', '1,859']","['sqft', 'bds', 'ba']"
234,"123 Shadowlawn Dr, Pittsburgh, PA 15236",Townhouse for rent,"$1,100/mo","['2', '1.5', '976']","['sqft', 'bds', 'ba']"
235,"5221 Willock Rd E, Pittsburgh, PA 15236",House for sale,"$159,900","['3', '2', '1,140']","['sqft', 'bds', 'ba']"
236,"20 Walton Rd, Pittsburgh, PA 15236",House for sale,"$154,900","['3', '1', '1,131']","['sqft', 'bds', 'ba']"
237,"474 Temona Dr, Pittsburgh, PA 15236",House for rent,"$1,400/mo","['3', '1.5', '875']","['sqft', 'bds', 'ba']"
238,"141 E Bruceton Rd, Pittsburgh, PA 15236",House for sale,"$184,900","['3', '2', '1,457']","['sqft', 'bds', 'ba']"
239,"4203 Mckee Dr, Pittsburgh, PA 15236",House for rent,"$1,700/mo","['3', '2', '1,262']","['sqft', 'bds', 'ba']"
240,"534 Brushglen Ln, Pittsburgh, PA 15236",House for sale,"$184,900","['3', '2', '950']","['sqft', 'bds', 'ba']"
241,"454 Temona Dr, Pittsburgh, PA 15236",House for sale,"$220,000","['4', '3', '1,620']","['sqft', 'bds', 'ba']"
242,"470 Woodrift Ln, Pittsburgh, PA 15236",House for sale,"$179,900","['3', '2', '950']","['sqft', 'bds', 'ba']"
243,"224 Melvin Dr, Pittsburgh, PA 15236",House for sale,"$169,000","['3', '3', '2,400']","['sqft', 'bds', 'ba']"
244,"49 Rosewood Ct, Pittsburgh, PA 15236",Apartment for rent,$795/mo,"['2', '1.5', '--']","['sqft', 'bds', 'ba']"
245,"1 Glen Elm Dr, Pittsburgh, PA 15236",Apartment for rent,$850/mo,"['1', '1', '--']","['bd', 'sqft', 'ba']"
246,"502 Lucy Dr, Pittsburgh, PA 15236",House for sale,"$169,900","['3', '2', '949']","['sqft', 'bds', 'ba']"
247,"5378 Fieldcrest Dr, Pittsburgh, PA 15236",House for sale,"$215,000","['2', '3', '1,697']","['sqft', 'bds', 'ba']"
248,"1300 Fidelity Dr, Pittsburgh, PA 15236",Pre-foreclosure / Auction, ,"['3', '1', '1,360']","['sqft', 'bds', 'ba']"
249,"5429 Curry Rd, Pittsburgh, PA 15236",Pre-foreclosure / Auction, ,"['2', '1.5', '1,352']","['sqft', 'bds', 'ba']"
250,"372 Oak St, Pittsburgh, PA 15236",Pre-foreclosure / Auction, ,"['3', '1', '2,016']","['sqft', 'bds', 'ba']"
251,"4300 Sardis Rd, Pittsburgh, PA 15239",House for rent,$725/mo,"['Studio', '1', '2,614']","['sqft', 'ba']"
252,"705 Surfside Dr, Pittsburgh, PA 15239",House for sale,"$219,900","['4', '3', '1,870']","['sqft', 'bds', 'ba']"
253,"319 Jackson Rd, Pittsburgh, PA 15239",House for sale,"$149,900","['3', '2', '1,176']","['sqft', 'bds', 'ba']"
254,"327 Boyce Park Dr, Pittsburgh, PA 15239",Townhouse for rent,$795/mo,"['3', '1.5', '1,120']","['sqft', 'bds', 'ba']"
255,"9127 Pine St, Pittsburgh, PA 15239",House for sale,"$40,000","['2', '1', '1,275']","['sqft', 'bds', 'ba']"
256,"3825 Logan Ferry Rd, Pittsburgh, PA 15239",House for sale,"$185,000","['4', '3', '1,792']","['sqft', 'bds', 'ba']"
257,"Andover Plan, Autumn Ridge - Reserves",New construction,"$304,990+","['3', '2', '1,567']","['sqft', 'bds', 'ba']"
258,"106 Stirling Dr, Pittsburgh, PA 15239",House for sale,"$309,900","['4', '3', '2,428']","['sqft', 'bds', 'ba']"
259,"Hudson Plan, Autumn Ridge - Reserves",New construction,"$334,990+","['4', '3', '2,718']","['sqft', 'bds', 'ba']"
260,"430 Vale Dr, Plum, PA 15239",Townhouse for rent,$905/mo,"['2', '1', '1,100']","['sqft', 'bds', 'ba']"
261,"Ballenger Plan, Autumn Ridge - Reserves",New construction,"$299,990+","['4', '3', '2,114']","['sqft', 'bds', 'ba']"
262,"5043 Ozark Dr, Pittsburgh, PA 15239",Auction,"$111,557","['3', '2', '1,222']","['sqft', 'bds', 'ba']"
263,"Allegheny Plan, Autumn Ridge - Reserves",New construction,"$284,990+","['4', '3', '1,823']","['sqft', 'bds', 'ba']"
264,"9269 Douglas Fir Dr, Pittsburgh, PA 15239",House for sale,"$180,000","['3', '3', '1,704']","['sqft', 'bds', 'ba']"
265,"Columbia Plan, Autumn Ridge - Reserves",New construction,"$314,990+","['4', '3', '2,423']","['sqft', 'bds', 'ba']"
266,"Parcel R Patriot Ct, Plum Borough, PA 15239",House for sale,"$89,900","['Studio', '--', '--']","['sqft', 'ba']"
267,"241 Mccomb Ln, Plum Borough, PA 15239",House for sale,"$74,900","['Studio', '--', '--']","['sqft', 'ba']"
268,"240 Mccomb Ln, Plum Borough, PA 15239",House for sale,"$74,900","['Studio', '--', '--']","['sqft', 'ba']"
269,"Parcel R Patriot Ct, Plum Boro, PA 15239",Lot / Land for sale,"$89,900",['2.71'],['acres lot']
270,"241 Mccomb Ln, Plum Boro, PA 15239",Lot / Land for sale,"$74,900",['0.56'],['acres lot']
271,"240 Mccomb Ln, Plum Boro, PA 15239",Lot / Land for sale,"$74,900",['0.55'],['acres lot']
272,"208 Sherrie Dr, Pittsburgh, PA 15239",House for sale,"$169,900","['3', '3', '1,705']","['sqft', 'bds', 'ba']"
273,"424 Roberts Rd, Pittsburgh, PA 15239",Pre-foreclosure / Auction, ,"['4', '2', '1,263']","['sqft', 'bds', 'ba']"
274,"127 Foxtail Dr, Pittsburgh, PA 15239",House for sale,"$350,000","['4', '3', '2,752']","['sqft', 'bds', 'ba']"
275,"713 W 33rd St FL 2ND, Baltimore, MD 21211",Townhouse for rent,"$1,375/mo","['1', '1', '1,000']","['bd', 'sqft', 'ba']"
276,"3015 Chestnut Ave, Baltimore, MD 21211",Townhouse for sale,"$295,000","['2', '2', '1,476']","['sqft', 'bds', 'ba']"
277,"2959 Keswick Rd, Baltimore, MD 21211",Townhouse for sale,"$300,000","['3', '2', '1,518']","['sqft', 'bds', 'ba']"
278,"ICON Residences at The Rotunda | 727 W 40th St, Baltimore, MD",ICON Residences at The Rotunda,,"['$1,400+', '$1,600+', '$1,950+']","['2 bds', '1 bd', 'Studio']"
279,"3400 Roland Ave APT 1, Baltimore, MD 21211",Condo for rent,"$2,300/mo","['2', '2', '1,200']","['sqft', 'bds', 'ba']"
280,"3634 Buena Vista Ave, Baltimore, MD 21211",Townhouse for rent,"$2,250/mo","['3', '2', '1,092']","['sqft', 'bds', 'ba']"
281,"3428 Roland Ave, Baltimore, MD 21211",Townhouse for rent,"$2,150/mo","['3', '2', '1,080']","['sqft', 'bds', 'ba']"
282,"2805 Miles Ave, Baltimore, MD 21211",Townhouse for rent,"$1,600/mo","['2', '1', '812']","['sqft', 'bds', 'ba']"
283,"2801 Miles Ave, Baltimore, MD 21211",Townhouse for rent,"$1,800/mo","['2', '1', '812']","['sqft', 'bds', 'ba']"
284,"3321 Elm Ave, Baltimore, MD 21211",Townhouse for rent,"$1,650/mo","['3', '2', '672']","['sqft', 'bds', 'ba']"
285,"3441 Chestnut Ave, Baltimore, MD 21211",Townhouse for rent,"$3,000/mo","['3', '2.5', '3,152']","['sqft', 'bds', 'ba']"
286,"3447 Chestnut Ave, Baltimore, MD 21211",Townhouse for sale,"$412,100","['3', '3', '2,255']","['sqft', 'bds', 'ba']"
287,"2934 Keswick Rd, Baltimore, MD 21211",House for rent,"$1,550/mo","['2', '1', '1,326']","['sqft', 'bds', 'ba']"
288,"2280 Druid Park Dr, Baltimore, MD 21211",Townhouse for rent,"$2,100/mo","['5', '3', '1,720']","['sqft', 'bds', 'ba']"
289,"Roland Ridge | 4412 Laplata Ave, Baltimore, MD",Roland Ridge,,['$995+'],['1 bd']
290,"2817 Huntingdon Ave, Baltimore, MD 21211",Townhouse for rent,"$1,600/mo","['2', '2', '1,050']","['sqft', 'bds', 'ba']"
291,"The Norris Plan, Residences at Roland Heights",New construction,"$363,990+","['3', '3', '1,763']","['sqft', 'bds', 'ba']"
292,"3500 Chestnut Ave # 2, Baltimore, MD 21211",Apartment for rent,"$1,650/mo","['2', '1', '800']","['sqft', 'bds', 'ba']"
293,"Lot 89 Plan, Redfern Row",New construction,"$484,990+","['4', '5', '2,200']","['sqft', 'bds', 'ba']"
294,"3843 Falls Rd APT 3S, Baltimore, MD 21211",Apartment for rent,"$1,100/mo","['1', '1', '--']","['bd', 'sqft', 'ba']"
295,"2711 Miles Ave, Baltimore, MD 21211",Townhouse for rent,"$1,150/mo","['2', '1', '780']","['sqft', 'bds', 'ba']"
296,"Coming Soon Plan, Falls Hill View",New construction,$--,"['--', '--', '--']","['sqft', 'bds', 'ba']"
297,"2737 Miles Ave, Baltimore, MD 21211",Townhouse for sale,"$214,900","['2', '1', '1,380']","['sqft', 'bds', 'ba']"
298,"3606 Malden Ave, Baltimore, MD 21211",House for rent,"$1,150/mo","['2', '1', '728']","['sqft', 'bds', 'ba']"
299,"1034 Patricia Ave, Harrisburg, NC 28075",House for sale,"$304,900","['3', '2', '1,966']","['sqft', 'bds', 'ba']"
300,"6430 Pharr Mill Rd, Harrisburg, NC 28075",House for sale,"$347,900","['4', '3', '2,660']","['sqft', 'bds', 'ba']"
301,"6632 Thistle Down Dr, Harrisburg, NC 28075",House for sale,"$239,900","['4', '3', '2,165']","['sqft', 'bds', 'ba']"
302,"Versailles Plan, Grantham",New construction,"$473,990+","['5', '4.5', '4,165']","['sqft', 'bds', 'ba']"
303,"6236 Roseway Ct, Harrisburg, NC 28075",House for rent,"$1,795/mo","['5', '3', '2,291']","['sqft', 'bds', 'ba']"
304,"5420 Roberta Rd # 27, Harrisburg, NC",New construction,"$300,000","['3', '2', '2,020']","['sqft', 'bds', 'ba']"
305,"4400 Britley Ln, Harrisburg, NC 28075",House for sale,"$475,000","['5', '5', '4,087']","['sqft', 'bds', 'ba']"
306,"Kendyll Plan, Holcomb Woods",New construction,"$378,490+","['4', '4', '3,213']","['sqft', 'bds', 'ba']"
307,"8841 Landsdowne Ave, Harrisburg, NC 28075",House for sale,"$425,000","['4', '3', '3,309']","['sqft', 'bds', 'ba']"
308,"Corsica Plan, Grantham",New construction,"$433,990+","['4', '3', '3,458']","['sqft', 'bds', 'ba']"
309,"4080 French Fields Ln LOT 67, Harrisburg, NC 28075",Lot / Land for sale,"$75,000",['0.56'],['acres lot']
310,"4080 French Fields Ln # 67, Harrisburg, NC 28075",Lot / Land for sale,"$75,000",['0.56'],['acres lot']
311,"Winterbrook Plan, Grantham",New construction,"$383,990+","['3', '2', '2,144']","['sqft', 'bds', 'ba']"
312,"Essex II Plan, Holcomb Woods",New construction,"$368,490+","['4', '3.5', '3,239']","['sqft', 'bds', 'ba']"
313,"1937 Moss Creek Dr, Harrisburg, NC 28075",House for rent,"$1,711/mo","['4', '2.5', '2,080']","['sqft', 'bds', 'ba']"
314,"7524 Chasewater Dr, Harrisburg, NC 28075",Coming soon,"$385,900","['5', '3', '3,362']","['sqft', 'bds', 'ba']"
315,"6993 Founders Way, Harrisburg, NC 28075",House for sale,"$349,900","['5', '3', '2,642']","['sqft', 'bds', 'ba']"
316,"2243 Stallings Rd, Harrisburg, NC 28075",Make Me Move®,"$320,000","['4', '3', '2,570']","['sqft', 'bds', 'ba']"
317,"Rochester Plan, Holcomb Woods",New construction,"$448,490+","['5', '5', '4,130']","['sqft', 'bds', 'ba']"
318,"4756 Shire Ct, Harrisburg, NC 28075",House for sale,"$420,000","['4', '4', '3,022']","['sqft', 'bds', 'ba']"
319,"220 Parkhall Dr # 220, Harrisburg, NC",New construction,"$394,990","['4', '3', '3,010']","['sqft', 'bds', 'ba']"
320,"232 Stiles Way # 232, Harrisburg, NC",New construction,"$393,990","['4', '3', '2,601']","['sqft', 'bds', 'ba']"
321,"6046 Creekview Ct, Harrisburg, NC 28075",House for rent,"$1,695/mo","['3', '2.5', '2,021']","['sqft', 'bds', 'ba']"
322,"6735 Thistle Down Dr, Harrisburg, NC 28075",House for rent,"$1,795/mo","['5', '3', '2,436']","['sqft', 'bds', 'ba']"
323,"9008 Pine Laurel Dr, Matthews, NC 28104",House for sale,"$1,035,000","['4', '4', '4,463']","['sqft', 'bds', 'ba']"
324,"3007 China Berry Ct, Matthews, NC 28104",House for sale,"$375,000","['3', '3', '2,300']","['sqft', 'bds', 'ba']"
325,"906 Woodland Ct, Matthews, NC 28104",House for sale,"$331,000","['4', '1.5', '2,963']","['sqft', 'bds', 'ba']"
326,"5916 Senconee Rd, Matthews, NC 28104",House for sale,"$189,000","['3', '2', '1,202']","['sqft', 'bds', 'ba']"
327,"1081 Woodglen Ln, Matthews, NC 28104",Townhouse for sale,"$219,000","['3', '3', '1,290']","['sqft', 'bds', 'ba']"
328,"1036 Murandy Ln, Matthews, NC 28104",House for sale,"$459,000","['5', '4', '4,072']","['sqft', 'bds', 'ba']"
329,"1315 Vintage Walk Dr # 36, Wesley Chapel, NC",New construction,"$321,969","['3', '2', '1,683']","['sqft', 'bds', 'ba']"
330,"5612 Falkland Dr, Matthews, NC 28104",House for sale,"$282,000","['4', '3', '2,438']","['sqft', 'bds', 'ba']"
331,"1163 Drummond Ln, Matthews, NC 28104",Townhouse for rent,"$1,450/mo","['3', '2.5', '1,303']","['sqft', 'bds', 'ba']"
332,"511 Maple Grove Church Rd LOT 8, Matthews, NC 28104",Apartment for rent,$770/mo,"['2', '2', '--']","['sqft', 'bds', 'ba']"
333,"3006 Shalford Ln, Matthews, NC 28104",House for sale,"$739,000","['5', '6', '5,805']","['sqft', 'bds', 'ba']"
334,"225 Middleton Ave, Matthews, NC 28104",House for sale,"$249,000","['3', '2', '1,211']","['sqft', 'bds', 'ba']"
335,"Berkeley Plan, Quintessa",New construction,"$609,900+","['4', '4', '3,968']","['sqft', 'bds', 'ba']"
336,"116 Enclave Blvd, Matthews, NC",New construction,"$644,900","['5', '5', '4,334']","['sqft', 'bds', 'ba']"
337,"2072 Kings Manor Dr, Weddington, NC 28104",House for sale,"$1,180,000","['5', '5', '4,385']","['sqft', 'bds', 'ba']"
338,"1120 Millwright Ln, Matthews, NC 28104",House for sale,"$310,000","['3', '3', '1,968']","['sqft', 'bds', 'ba']"
339,"4023 Camrose Crossing Ln, Matthews, NC 28104",House for sale,"$579,000","['4', '5', '3,886']","['sqft', 'bds', 'ba']"
340,"1140 Curling Creek Dr # 42, Wesley Chapel, NC",New construction,"$360,955","['3', '2', '2,151']","['sqft', 'bds', 'ba']"
341,"Pinehurst Plan, Quintessa",New construction,"$669,990+","['5', '5', '4,740']","['sqft', 'bds', 'ba']"
342,"321 Wheatberry Hill Dr, Matthews, NC",New construction,"$926,712","['5', '6', '5,176']","['sqft', 'bds', 'ba']"
343,"Milford Plan, Vintage Creek",New construction,"$594,900+","['4', '3.5', '3,735']","['sqft', 'bds', 'ba']"
344,"Barrington Plan, Vintage Creek",New construction,"$564,900+","['4', '3.5', '3,152']","['sqft', 'bds', 'ba']"
345,"Brooksby II Plan, Harlow's Crossing",New construction,"$570,990+","['4', '2.5', '3,982']","['sqft', 'bds', 'ba']"
346,"Dover II Plan, Harlow's Crossing",New construction,"$604,990+","['5', '3.5', '5,098']","['sqft', 'bds', 'ba']"
347,"4114 Commonwealth Ave, Charlotte, NC",New construction,"$685,000","['4', '4', '3,082']","['sqft', 'bds', 'ba']"
348,"1437 Landis Ave APT 8, Charlotte, NC 28205",Apartment for rent,$850/mo,"['1', '1', '--']","['bd', 'sqft', 'ba']"
349,"2604 Bay St, Charlotte, NC 28205",House for sale,"$819,000","['5', '6', '3,815']","['sqft', 'bds', 'ba']"
350,"Yards at Noda | 703 Rollerton Rd, Charlotte, NC",Yards at Noda,,"['$1,511+', '$1,346+', '$1,662+', '$2,341']","['1 bd', '3 bds', 'Studio', '2 bds']"
351,"3047 Uxbridge Woods Ct, Charlotte, NC 28205",Condo for rent,"$1,295/mo","['2', '2.5', '1,066']","['sqft', 'bds', 'ba']"
352,"4118 Commonwealth Ave, Charlotte, NC",New construction,"$685,000","['4', '4', '3,131']","['sqft', 'bds', 'ba']"
353,"2011 Rolston Heritage Pl # 2, Charlotte, NC",New construction,"$424,900","['3', '3', '2,034']","['sqft', 'bds', 'ba']"
354,"1416 Parkwood Ave, Charlotte, NC 28205",House for sale,"$465,000","['3', '2', '1,564']","['sqft', 'bds', 'ba']"
355,"The Lofts at Hawthorne Mill | 1101 Hawthorne Ln, Charlotte, NC",The Lofts at Hawthorne Mill,,"['$1,595+']",['2 bds']
356,"2015 Hamorton Pl, Charlotte, NC",New construction,"$435,000","['3', '3', '1,788']","['sqft', 'bds', 'ba']"
357,"2009 Hamorton Pl, Charlotte, NC",New construction,"$455,000","['3', '3', '1,788']","['sqft', 'bds', 'ba']"
358,"939 Warren Burgess Ln, Charlotte, NC 28205",Townhouse for rent,"$1,625/mo","['2', '2.5', '1,236']","['sqft', 'bds', 'ba']"
359,"1710 Umstead St, Charlotte, NC 28205",House for sale,"$308,900","['3', '1', '1,022']","['sqft', 'bds', 'ba']"
360,"951 Warren Burgess Ln, Charlotte, NC 28205",Townhouse for sale,"$268,900","['3', '3', '1,251']","['sqft', 'bds', 'ba']"
361,"Central Pointe Apartment Homes | 4933 Central Ave, Charlotte, NC",Central Pointe Apartment Homes,,"['$863+', '$968+', '$1,388']","['2 bds', '1 bd', '3 bds']"
362,"Highland Mill Lofts | 2901 N Davidson St, Charlotte, NC",Highland Mill Lofts,,"['$1,105+', '$1,635+']","['2 bds', '1 bd']"
363,"Midwood Station | 2017 Central Ave, Charlotte, NC",Midwood Station,,"['$1,252+', '$1,653+']","['2 bds', '1 bd']"
364,"3961 Picasso Ct, Charlotte, NC 28205",Townhouse for sale,"$245,000","['2', '3', '1,439']","['sqft', 'bds', 'ba']"
365,"3128 Creighton Dr, Charlotte, NC 28205",House for rent,$950/mo,"['2', '1', '872']","['sqft', 'bds', 'ba']"
366,"1000 Westchester Blvd, Charlotte, NC 28205",House for rent,"$1,150/mo","['2', '1', '1,000']","['sqft', 'bds', 'ba']"
367,"1249 Allen St, Charlotte, NC 28205",House for rent,"$1,500/mo","['3', '2', '1,043']","['sqft', 'bds', 'ba']"
368,"3724 Rosehaven Dr, Charlotte, NC 28205",Apartment for rent,"$1,050/mo","['3', '2', '1,083']","['sqft', 'bds', 'ba']"
369,"Union St, Charlotte, NC 28205",House for rent,"$3,200/mo","['2', '1', '800']","['sqft', 'bds', 'ba']"
370,"1935 Margate Ave, Charlotte, NC 28205",House for sale,"$360,000","['3', '3', '2,072']","['sqft', 'bds', 'ba']"
371,"523 Cooper Dr, Charlotte, NC 28210",House for rent,"$2,285/mo","['4', '2.5', '2,361']","['sqft', 'bds', 'ba']"
372,"6114 Colchester Pl, Charlotte, NC 28210",House for sale,"$340,000","['4', '2', '1,784']","['sqft', 'bds', 'ba']"
373,"Anson at the Lakes | 8000 Waterford Lakes Dr, Charlotte, NC",Anson at the Lakes,,"['$940+', '$1,208+', '$1,466+']","['2 bds', '1 bd', '3 bds']"
374,"2535 Stockbridge Dr APT B, Charlotte, NC 28210",For sale by owner,"$145,000","['2', '1', '833']","['sqft', 'bds', 'ba']"
375,"Post Park at Phillips Place | 4835 Cameron Valley Pkwy, Charlotte, NC",Post Park at Phillips Place,,"['$1,015+', '$980+', '$1,495+', '$2,280+']","['1 bd', '3 bds', 'Studio', '2 bds']"
376,"3228 Margellina Dr, Charlotte, NC 28210",Townhouse for sale,"$215,000","['3', '2', '1,285']","['sqft', 'bds', 'ba']"
377,"6321 Mission Pl, Charlotte, NC 28210",Townhouse for sale,"$464,900","['3', '3', '2,249']","['sqft', 'bds', 'ba']"
378,"5730 Closeburn Rd APT P, Charlotte, NC 28210",Townhouse for sale,"$244,900","['2', '2', '1,110']","['sqft', 'bds', 'ba']"
379,"Willow Ridge Apartments | 9200 Willow Ridge Rd, Charlotte, NC",Willow Ridge Apartments,,"['$893+', '$992+']","['2 bds', '1 bd']"
380,"7113 Quail Meadow Ln, Charlotte, NC 28210",Townhouse for sale,"$123,900","['2', '2', '1,222']","['sqft', 'bds', 'ba']"
381,"3151 Park South Station Blvd, Charlotte, NC 28210",Townhouse for sale,"$289,000","['3', '3', '1,951']","['sqft', 'bds', 'ba']"
382,"2107 Belle Vernon Ave, Charlotte, NC 28210",Townhouse for sale,"$305,000","['3', '4', '2,502']","['sqft', 'bds', 'ba']"
383,"6053 Brookhaven Rd, Charlotte, NC 28210",House for rent,"$2,395/mo","['4', '3', '2,229']","['sqft', 'bds', 'ba']"
